spo,gene,funct,NCBI
SPO3758,SPO3758,"acetyltransferase, GNAT family",SPO_RS19075
SPO3759,SPO3759,molybdenum cofactor biosynthesis domain protein,SPO_RS19080
SPO3760,sfsA,sugar fermentation stimulation protein A,SPO_RS19085
SPO3761,map,"methionine aminopeptidase, type I",SPO_RS19090
SPO3762,SPO3762,"HAD-superfamily hydrolase, subfamily IA, variant 1",SPO_RS19095
SPO3763,SPO3763,iron-sulfur cluster-binding protein,SPO_RS19100
SPO3764,SPO3764,glutathione S-transferase family protein,SPO_RS19105
SPO3765,SPO3765,hypothetical protein,SPO_RS19110
SPO3766,mtgA,monofunctional biosynthetic peptidoglycan transglycosylase,SPO_RS19115
SPO3767,SPO3767,hypothetical protein,SPO_RS22330
SPO3768,gltB,"glutamate synthase, large subunit",SPO_RS19125
SPO3769,SPO3769,hypothetical protein,SPO_RS19130
SPO3770,gltD,"glutamate synthase, small subunit",SPO_RS19135
SPO3771,uppP,Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase),SPO_RS19140
SPO3772,SPO3772,"NADH ubiquinone oxidoreductase, putative",SPO_RS19145
SPO3774,SPO3774,"oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein",SPO_RS19155
SPO3775,SPO3775,"oligopeptide/dipeptide ABC transporter, permease protein",SPO_RS19160
SPO3776,SPO3776,"oligopeptide/dipeptide ABC transporter, permease protein",SPO_RS19165
SPO3777,SPO3777,"oligopeptide/dipeptide ABC transporter, ATP-binding protein",SPO_RS19170
SPO3778,SPO3778,"oligopeptide/dipeptide ABC transporter, ATP-binding protein",SPO_RS19175
SPO3779,SPO3779,"transcriptional regulator, LysR family",SPO_RS19180
SPO3780,SPO3780,hypothetical protein,SPO_RS19185
SPO3781,SPO3781,hypothetical protein,SPO_RS19190
SPO3782,SPO3782,hypothetical protein,SPO_RS19195
SPO3783,SPO3783,"sugar ABC transporter, ATP-binding protein",SPO_RS19200
SPO3784,SPO3784,"sugar ABC transporter, ATP-binding protein",SPO_RS19205
SPO3785,SPO3785,"sugar ABC transporter, permease protein",SPO_RS19210
SPO3786,SPO3786,"sugar ABC transporter, permease protein",SPO_RS19215
SPO3787,SPO3787,"sugar ABC transporter, periplasmic sugar-binding protein",SPO_RS19220
SPO3788,acoR,acetoin catabolism regulatory protein,SPO_RS19225
SPO3789,SPO3789,4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein,SPO_RS19230
SPO3790,acoC,"acetoin dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase",SPO_RS19235
SPO3791,acoB,"acetoin dehydrogenase complex, E1 component, beta subunit",SPO_RS19240
SPO3792,acoA,"acetoin dehydrogenase complex, E1 component, alpha subunit",SPO_RS19245
SPO3793,acoX,acetoin catabolism protein X,SPO_RS19250
SPO3794,SPO3794,hypothetical protein,SPO_RS22635
SPO3795,rpoN,RNA polymerase sigma-54 factor,SPO_RS19255
SPO3802,SPO3802,hypothetical protein,SPO_RS19290
SPO3803,SPO3803,"transcriptional regulator, AraC family",SPO_RS19295
SPO3804,dmdC,3-methylmercaptopropionyl-CoA dehydrogenase,SPO_RS19300
SPO3805,dmdD,Methylthioacryloyl-CoA hydratase,SPO_RS19305
SPO3806,smpB,SsrA-binding protein,SPO_RS19310
SPO3807,SPO3807,hypothetical protein,SPO_RS19315
SPO3808,SPO3808,hypothetical protein,
SPO3809,SPO3809,"transcriptional regulator, ArsR family",
SPO3810,gpmI,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",SPO_RS19335
SPO3811,SPO3811,hypothetical protein,SPO_RS19340
SPO3812,SPO3812,carboxyl-terminal protease family protein,SPO_RS19345
SPO3813,SPO3813,hypothetical protein,SPO_RS19350
SPO3814,SPO3814,hypothetical protein,SPO_RS19355
SPO3815,SPO3815,"ABC transporter, permease protein",SPO_RS19360
SPO3816,SPO3816,CAAX amino terminal protease family protein,SPO_RS19365
SPO3817,accD,"acetyl-CoA carboxylase, carboxyl transferase, beta subunit",SPO_RS19370
SPO3818,folC,folC bifunctional protein,SPO_RS19375
SPO3819,SPO3819,"ATPase, AFG1 family",SPO_RS19380
SPO3820,SPO3820,"transmembrane transporter, major facilitator family",SPO_RS19385
SPO3821,SPO3821,ornithine cyclodeaminase/mu-crystallin family protein,SPO_RS19390
SPO3822,SPO3822,"HAD-superfamily hydrolase, subfamily IA, variant 1 family protein",SPO_RS19395
SPO3823,rplW,ribosomal protein L23,SPO_RS19400
SPO3824,rplD,ribosomal protein L4,SPO_RS19405
SPO3825,rplC,ribosomal protein L3,SPO_RS19410
SPO3826,rpsJ,ribosomal protein S10,SPO_RS19415
SPO3827,SPO3827,YaiI/YqxD family protein,SPO_RS19420
SPO3828,sthA,soluble pyridine nucleotide transhydrogenase,SPO_RS19425
SPO3829,SPO3829,"S-formylglutathione hydrolase, putative",SPO_RS19430
SPO3830,pepT,peptidase T,SPO_RS19435
SPO3831,SPO3831,"hydrolase, alpha/beta fold family",SPO_RS19440
SPO3832,SPO3832,ornithine cyclodeaminase/mu-crystallin family protein,SPO_RS19445
SPO3833,SPO3833,"ATP-dependent RNA helicase, DEAD/DEAH box family",SPO_RS19450
SPO3834,dapB,dihydrodipicolinate reductase,SPO_RS19455
SPO3835,rbfA,ribosome-binding factor A,SPO_RS19460
SPO3836,SPO3836,hypothetical protein,SPO_RS19465
SPO3837,truB,tRNA pseudouridine synthase B,SPO_RS19470
SPO3838,SPO3838,hypothetical protein,SPO_RS19475
SPO3839,SPO3839,type I secretion target repeat protein,SPO_RS19480
SPO3840,rpsO,ribosomal protein S15,SPO_RS19485
SPO3841,SPO3841,"transcriptional regulator, TetR family",SPO_RS19490
SPO3842,SPO3842,hypothetical protein,SPO_RS19495
SPO3843,SPO3843,"malonate transporter, putative",SPO_RS19500
SPO3844,polA,DNA polymerase I,SPO_RS19505
SPO3845,SPO3845,hypothetical protein,
SPO3846,SPO3846,hypothetical protein,SPO_RS19515
SPO3847,SPO3847,"ABC transporter, ATP-binding protein",SPO_RS19520
SPO3848,SPO3848,sterol desaturase family protein,SPO_RS19525
SPO3849,SPO3849,hypothetical protein,SPO_RS19530
SPO3850,SPO3850,glutathione-dependent formaldehyde dehydrogenase,SPO_RS19540
SPO3851,SPO3851,HemY domain protein,SPO_RS19545
SPO3852,SPO3852,hypothetical protein,SPO_RS19550
SPO3853,SPO3853,"uroporphyrinogen-III synthase, putative",SPO_RS19555
SPO3854,SPO3854,"O-sialoglycoprotein endopeptidase, putative",SPO_RS19560
SPO3855,gpsA,glycerol-3-phosphate dehydrogenase (NAD(P)+),SPO_RS19565
SPO3856,SPO3856,YCII-related domain protein,SPO_RS19570
SPO3857,SPO3857,hypothetical protein,SPO_RS19575
SPO3858,SPO3858,hypothetical protein,SPO_RS19580
SPO3859,SPO3859,hypothetical protein,SPO_RS19585
SPO3860,SPO3860,hypothetical protein,
SPO3861,ahcY,adenosylhomocysteinase,SPO_RS19595
SPO3862,SPO3862,"lipoprotein, putative",SPO_RS19600
SPO3863,SPO3863,HD domain protein,SPO_RS19605
SPO3864,SPO3864,hypothetical protein,SPO_RS19610
SPO3865,regA,photosynthetic apparatus regulatory protein RegA,SPO_RS19615
SPO3866,senC,regulatory protein SenC,SPO_RS19620
SPO3867,regB,sensor histidine kinase RegB,SPO_RS19625
SPO3868,SPO3868,hypothetical protein,SPO_RS19630
SPO3869,SPO3869,putative protein TIGR00150,SPO_RS19635
SPO3870,SPO3870,hypothetical protein,SPO_RS19640
SPO3871,SPO3871,nucleotidyltransferase family protein,SPO_RS19645
SPO3872,SPO3872,hypothetical protein,SPO_RS19650
SPO3873,SPO3873,"ATP-dependent DNA helicase, UvrD/Rep family",SPO_RS19655
SPO3874,trx,thioredoxin,SPO_RS19660
SPO3875,SPO3875,hypothetical protein,SPO_RS19665
SPO3876,SPO3876,hypothetical protein,SPO_RS19670
SPO3877,SPO3877,transcriptional regulator/arsenate reductase,SPO_RS19675
SPO3878,gap-4,"glyceraldehyde-3-phosphate dehydrogenase, type I",SPO_RS19680
SPO3879,SPO3879,hypothetical protein,SPO_RS19685
SPO3880,hslV,ATP-dependent protease hslV,SPO_RS19695
SPO3881,SPO3881,"twin-arginine translocation pathway signal sequence domain protein, putative",SPO_RS19700
SPO3882,hslU,"ATP-dependent hsl protease, ATP-binding subunit HslU",SPO_RS19705
SPO3883,SPO3883,"lipoprotein, putative",SPO_RS19710
SPO3884,SPO3884,smr domain protein,SPO_RS19715
SPO3885,SPO3885,MltA/3D domain protein,SPO_RS19720
SPO3886,SPO3886,"transporter, Tim44 family",SPO_RS19725
SPO3887,fxsA,FxsA,SPO_RS19730
SPO3888,secB,protein-export protein SecB,SPO_RS19735
SPO3889,dnaQ,"DNA polymerase III, epsilon subunit",SPO_RS19740
SPO3890,coaE,dephospho-CoA kinase,SPO_RS19745
SPO3891,aroE,shikimate 5-dehydrogenase,SPO_RS19750
SPO3892,maf-1,Maf,SPO_RS19755
SPO3893,SPO3893,hypothetical protein,SPO_RS19760
SPO3894,rho,transcription termination factor Rho,SPO_RS19765
SPO3895,trmE,tRNA modification GTPase TrmE,SPO_RS19770
SPO3896,SPO3896,"transcriptional regulator, TetR family",SPO_RS08785
SPO3897,SPO3897,"site-specific recombinase, resolvase family",SPO_RS22495
SPO3898,SPO3898,"DNA-binding protein, putative",SPO_RS22515
SPO3899,SPO3899,hypothetical protein,SPO_RS13895
SPO3900,SPO3900,thermonuclease family protein,SPO_RS22270
SPO3901,SPO3901,"carbon monoxide dehydrogenase G protein, putative",SPO_RS18460
SPO3902,SPO3902,transglycosylase domain protein,SPO_RS22620
SPO3903,SPO3903,"6-pyruvoyl tetrahydropterin synthase, putative",SPO_RS19040
SPO3904,SPO3904,Heat shock protein,SPO_RS15160
SPOA0001,SPOA0001,hypothetical protein,SPO_RS19785
SPOA0002,miaB,(dimethylallyl)adenosine tRNA methylthiotransferase,SPO_RS19790
SPOA0003,SPOA0003,hypothetical protein,
SPOA0004,SPOA0004,OmpA family protein,SPO_RS19800
SPOA0005,SPOA0005,lipoprotein,SPO_RS19805
SPOA0006,SPOA0006,PhoH family protein,SPO_RS19810
SPOA0007,SPOA0007,hypothetical protein,SPO_RS19815
SPOA0008,ybeY,Endoribonuclease YbeY (EC 3.1.-.-),SPO_RS19820
SPOA0009,SPOA0009,hemolysin,SPO_RS19825
SPOA0010,cutE,apolipoprotein N-acyltransferase,SPO_RS19830
SPOA0011,metK,S-adenosylmethionine synthetase,SPO_RS19835
SPOA0012,SPOA0012,DNA topology modulation kinase FlaR,SPO_RS19840
SPOA0013,SPOA0013,hypothetical protein,SPO_RS19845
SPOA0014,trmB,tRNA (guanine-N(7)-)-methyltransferase,SPO_RS19850
SPOA0015,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,SPO_RS19855
SPOA0017,cmk,cytidylate kinase,SPO_RS19860
SPOA0018,SPOA0018,hypothetical protein,SPO_RS19865
SPOA0019,SPOA0019,hypothetical protein,SPO_RS19870
SPOA0020,SPOA0020,alanine racemase,SPO_RS19875
SPOA0021,SPOA0021,"oxidoreductase, FAD-binding",SPO_RS19880
SPOA0022,SPOA0022,cytochrome c5,SPO_RS19885
SPOA0023,SPOA0023,TetR family transcriptional regulator,SPO_RS19890
SPOA0024,SPOA0024,"2-oxo-hepta-3-ene-1,7-dioic acid hydratase",SPO_RS19895
SPOA0025,SPOA0025,fumarylacetoacetate hydrolase family protein,SPO_RS19900
SPOA0026,hpcB,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",SPO_RS19905
SPOA0027,hpcC,5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase,SPO_RS19910
SPOA0028,nqrA,Na(+)-translocating NADH-quinone reductase subunit A,SPO_RS19915
SPOA0029,nqrB,Na(+)-translocating NADH-quinone reductase subunit B,SPO_RS19920
SPOA0030,nqrC,Na(+)-translocating NADH-quinone reductase subunit C,SPO_RS19925
SPOA0031,nqrD,Na(+)-translocating NADH-quinone reductase subunit D,SPO_RS19930
SPOA0032,nqrE,Na(+)-translocating NADH-quinone reductase subunit E,SPO_RS19935
SPOA0033,nqrF,Na(+)-translocating NADH-quinone reductase subunit F,SPO_RS19940
SPOA0034,SPOA0034,CBS domain-containing protein,SPO_RS19945
SPOA0035,SPOA0035,hypothetical protein,
SPOA0036,apbE,thiamin biosynthesis lipoprotein ApbE,SPO_RS19955
SPOA0037,SPOA0037,hypothetical protein,SPO_RS19960
SPOA0038,SPOA0038,LuxR family transcriptional regulator,SPO_RS19965
SPOA0039,SPOA0039,hypothetical protein,SPO_RS19970
SPOA0040,SPOA0040,crcB family protein,SPO_RS19975
SPOA0041,crcB,Putative fluoride ion transporter CrcB,SPO_RS19980
SPOA0042,SPOA0042,BKACE; β-keto acid cleavage enzyme group G4 (pca degradation),SPO_RS19985
SPOA0043,pcaG,"protocatechuate 3,4-dioxygenase alpha subunit",SPO_RS19990
SPOA0044,pcaH,"protocatechuate 3,4-dioxygenase subunit beta",SPO_RS19995
SPOA0045,pcaC,4-carboxymuconolactone decarboxylase,SPO_RS20000
SPOA0046,pobA,4-hydroxybenzoate 3-monooxygenase,SPO_RS20005
SPOA0047,pcaQ,pca operon transcriptional activator PcaQ,SPO_RS20010
SPOA0048,SPOA0048,hypothetical protein,SPO_RS20015
SPOA0049,nosR,nitrous-oxide reductase transcriptional activator NosR,SPO_RS20020
SPOA0050,nosZ,nitrous-oxide reductase,SPO_RS20025
SPOA0051,nosD,nitrous oxide maturation protein NosD,SPO_RS20030
SPOA0052,nosF,"ABC transporter, ATP-binding protein NosF",SPO_RS20035
SPOA0053,nosY,nitrous oxide maturation protein NosY,SPO_RS20040
SPOA0054,nosL,nitrous oxide reductase accessory protein,SPO_RS20045
SPOA0055,SPOA0055,cytochrome c family protein,SPO_RS20050
SPOA0056,SPOA0056,DNA-binding protein,SPO_RS20055
SPOA0057,gcvT,glycine cleavage system T protein,SPO_RS20060
SPOA0058,gcvH-2,glycine cleavage system protein H,SPO_RS20065
SPOA0059,gcvP,glycine dehydrogenase,SPO_RS20070
SPOA0060,SPOA0060,AraC family transcriptional regulator,SPO_RS20075
SPOA0061,katG,catalase/peroxidase HPI,SPO_RS20080
SPOA0062,SPOA0062,aspartate racemase,SPO_RS20085
SPOA0063,SPOA0063,FAD-dependent oxidoreductase,SPO_RS20090
SPOA0064,SPOA0064,"NG,NG-dimethylarginine dimethylaminohydrolase",SPO_RS20095
SPOA0065,SPOA0065,hypothetical protein,SPO_RS20100
SPOA0066,SPOA0066,aspartate aminotransferase,SPO_RS20105
SPOA0067,SPOA0067,TetR family transcriptional regulator,SPO_RS20110
SPOA0068,SPOA0068,polar amino acid ABC transporter ATP-binding protein,SPO_RS20115
SPOA0069,SPOA0069,polar amino acid ABC transporter periplasmic substrate-binding protein,SPO_RS20120
SPOA0070,SPOA0070,polar amino acid ABC transporter permease,SPO_RS20125
SPOA0071,SPOA0071,polar amino acid ABC transporter permease,SPO_RS20130
SPOA0072,SPOA0072,hypothetical protein,SPO_RS20135
SPOA0073,arsC-2,arsenate reductase,SPO_RS20140
SPOA0074,SPOA0074,hypothetical protein,SPO_RS20145
SPOA0075,SPOA0075,hypothetical protein,SPO_RS20150
SPOA0076,SPOA0076,carbon-nitrogen family hydrolase,SPO_RS20155
SPOA0077,infA,translation initiation factor IF-1,SPO_RS20160
SPOA0078,maf-2,maf protein,SPO_RS20165
SPOA0079,SPOA0079,ribonuclease,SPO_RS20170
SPOA0081,SPOA0081,hypothetical protein,SPO_RS20180
SPOA0082,SPOA0082,hypothetical protein,SPO_RS20185
SPOA0083,SPOA0083,hypothetical protein,SPO_RS20190
SPOA0084,SPOA0084,hypothetical protein,SPO_RS20195
SPOA0085,SPOA0085,DNA-binding protein,SPO_RS20200
SPOA0086,SPOA0086,hypothetical protein,SPO_RS20215
SPOA0087,SPOA0087,phage integrase family site specific recombinase,SPO_RS20230
SPOA0087a,SPOA0087a,Esterase-lipase,SPO_RS22985
SPOA0088,SPOA0088,hypothetical protein,SPO_RS22660
SPOA0089,SPOA0089,hypothetical protein,SPO_RS20245
SPOA0090,SPOA0090,"ISSpo7, transposase",SPO_RS22665
SPOA0091,SPOA0091,IS3 family transposase orfA,SPO_RS20260
SPOA0093,SPOA0093,FAD binding domain-containing protein,SPO_RS20280
SPOA0094,SPOA0094,hypothetical protein,SPO_RS20285
SPOA0095,SPOA0095,hypothetical protein,SPO_RS20290
SPOA0096,SPOA0096,histone deacetylase/AcuC/AphA family protein,SPO_RS20295
SPOA0097,SPOA0097,"branched-chain amino acid ABC transporter, permease protein",SPO_RS20300
SPOA0098,SPOA0098,"branched-chain amino acid ABC transporter, permease protein",SPO_RS20305
SPOA0099,SPOA0099,"branched-chain amino acid ABC transporter, ATP-binding protein",SPO_RS20310
SPOA0100,SPOA0100,"branched-chain amino acid ABC transporter, ATP-binding protein",SPO_RS20315
SPOA0101,SPOA0101,"branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid-binding protein",SPO_RS20320
SPOA0102,SPOA0102,LuxR family transcriptional regulator,SPO_RS20325
SPOA0103,SPOA0103,hypothetical protein,
SPOA0104,SPOA0104,aldehyde dehydrogenase,SPO_RS20335
SPOA0105,SPOA0105,transcriptional regulator,SPO_RS20340
SPOA0106,SPOA0106,hypothetical protein,SPO_RS20345
SPOA0107,SPOA0107,LysR family transcriptional regulator,SPO_RS20350
SPOA0108,SPOA0108,hypothetical protein,SPO_RS20355
SPOA0109,SPOA0109,hypothetical protein,SPO_RS20375
SPOA0110,SPOA0110,indolepyruvate oxidoreductase subunit B,SPO_RS20380
SPOA0111,SPOA0111,"indolepyruvate oxidoreductase, IorA subunit",SPO_RS20385
SPOA0112,feaB,phenylacetaldehyde dehydrogenase,SPO_RS20390
SPOA0113,SPOA0113,hypothetical protein,SPO_RS20395
SPOA0114,SPOA0114,nitrilase family protein,SPO_RS20400
SPOA0115,gtdA-2,"gentisate 1,2-dioxygenase",SPO_RS20405
SPOA0116,SPOA0116,fumarylacetoacetate hydrolase family protein,SPO_RS20410
SPOA0117,SPOA0117,Asp/Glu/hydantoin racemase family protein,SPO_RS20415
SPOA0118,SPOA0118,hypothetical protein,SPO_RS20420
SPOA0119,SPOA0119,hypothetical protein,SPO_RS20425
SPOA0120,SPOA0120,hypothetical protein,SPO_RS20430
SPOA0121,SPOA0121,sulfatase family protein,SPO_RS20435
SPOA0122,SPOA0122,"ISSpo9, transposase",SPO_RS20440
SPOA0123,SPOA0123,hypothetical protein,
SPOA0124,SPOA0124,hypothetical protein,SPO_RS20455
SPOA0125,SPOA0125,hypothetical protein,SPO_RS20460
SPOA0126,SPOA0126,short chain dehydrogenase/reductase family oxidoreductase,SPO_RS20465
SPOA0127,SPOA0127,cyclase,SPO_RS20470
SPOA0128,SPOA0128,short chain dehydrogenase/reductase family oxidoreductase,SPO_RS20475
SPOA0129,SPOA0129,hypothetical protein,SPO_RS20480
SPOA0130,SPOA0130,AMP-binding protein,SPO_RS20485
SPOA0131,SPOA0131,"aromatic 1,2-dioxygenase, beta subunit",SPO_RS20490
SPOA0132,SPOA0132,"aromatic 1,2-dioxygenase, alpha subunit",SPO_RS20495
SPOA0133,SPOA0133,oxidoreductase,SPO_RS20500
SPOA0134,SPOA0134,"ISSpo7, transposase",SPO_RS22685
SPOA0136,SPOA0136,hypothetical protein,
SPOA0137,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,SPO_RS20525
SPOA0138,SPOA0138,hypothetical protein,SPO_RS20530
SPOA0139,SPOA0139,acetyltransferase,SPO_RS20535
SPOA0140,glmS,glucosamine--fructose-6-phosphate aminotransferase (isomerizing),SPO_RS20540
SPOA0141,SPOA0141,hypothetical protein,SPO_RS20545
SPOA0142,SPOA0142,hypothetical protein,SPO_RS20550
SPOA0143,bchR,glycolate metabolism; regulator,SPO_RS20555
SPOA0144,bchB,glycolate metabolism; β-hydroxyaspartate dehydratase,SPO_RS20560
SPOA0145,bchA,glycolate metabolism; Aspartate-glyoxylate aminotransferase,SPO_RS20565
SPOA0146,bchC,glycolate metabolism; β-hydroxyaspartate aldolase,SPO_RS20570
SPOA0147,bchD,glycolate metabolism; iminosuccinate reductase,SPO_RS20575
SPOA0148,SPOA0148,major facilitator transporter,SPO_RS20580
SPOA0149,SPOA0149,GntR family transcriptional regulator,SPO_RS20585
SPOA0150,SPOA0150,AraC family transcriptional regulator,SPO_RS22345
SPOA0151,SPOA0151,cytochrome c family protein,SPO_RS20595
SPOA0152,SPOA0152,di-heme cytochrome c peroxidase family protein,SPO_RS20600
SPOA0153,SPOA0153,hypothetical protein,SPO_RS20605
SPOA0154,SPOA0154,hypothetical protein,SPO_RS20610
SPOA0155,SPOA0155,type I secretion target repeat-containing protein,SPO_RS20615
SPOA0156,SPOA0156,hypothetical protein,SPO_RS20620
SPOA0157,cuyZ,sulfite exporter ,SPO_RS20625
SPOA0158,cuyA,L-cysteate sulfo-lyase,SPO_RS20630
SPOA0159,cuyR,transcriptional regulator CuyR,SPO_RS20635
SPOA0160,SPOA0160,"TRAP dicarboxylate transporter, DctM subunit",SPO_RS20640
SPOA0161,SPOA0161,"TRAP dicarboxylate transporter, DctQ subunit",SPO_RS20645
SPOA0162,SPOA0162,TRAP dicarboxylate family transporter DctP subunit,SPO_RS20650
SPOA0163,mvaA,"hydroxymethylglutaryl-CoA reductase, degradative",SPO_RS20655
SPOA0164,SPOA0164,GntR family transcriptional regulator,SPO_RS20660
SPOA0165,SPOA0165,LysR family transcriptional regulator,SPO_RS20665
SPOA0166,SPOA0166,TRAP transporter solute receptor TAXI family protein,SPO_RS20670
SPOA0167,SPOA0167,"TRAP transporter, 4TM/12TM fusion protein",SPO_RS20675
SPOA0168,SPOA0168,"oxidoreductase, FAD-binding",SPO_RS20680
SPOA0169,SPOA0169,MOSC domain-containing protein,SPO_RS20685
SPOA0170,SPOA0170,MarR family transcriptional regulator,SPO_RS20690
SPOA0171,SPOA0171,hypothetical protein,SPO_RS20695
SPOA0172,SPOA0172,hypothetical protein,SPO_RS20700
SPOA0173,SPOA0173,hypothetical protein,SPO_RS20705
SPOA0174,SPOA0174,MOSC domain-containing protein,SPO_RS20710
SPOA0175,SPOA0175,oxidoreductase,SPO_RS20715
SPOA0176,SPOA0176,hypothetical protein,SPO_RS20720
SPOA0177,SPOA0177,hydrogen peroxide-inducible genes activator,SPO_RS20725
SPOA0180,SPOA0180,cytochrome c family protein,SPO_RS20735
SPOA0181,SPOA0181,FNT family protein,SPO_RS20740
SPOA0182,SPOA0182,hypothetical protein,
SPOA0183,SPOA0183,SCO1/SenC family protein,SPO_RS20750
SPOA0184,SPOA0184,heme-copper respiratory oxidase family,SPO_RS20755
SPOA0185,SPOA0185,"cytochrome c oxidase,ba3-type, subunit I",SPO_RS20760
SPOA0186,SPOA0186,Rrf2 family protein,SPO_RS20765
